GP_Name,GP_Address,GP_LocationText,GP_LocationLink,latitude,longitude,latitude,longitude
Enfield Health Centre,"Johnstown Road, Enfield, Meath, A83  Yn20",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 R960,NA,NA,53.4065303,-6.8434875
Enniscorthy Medical Centre,"6 Court Street, Enniscorthy, Wexford, Y21  R960",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Mu1pahpuxthyk4xg9,NA,NA,52.50041849999999,-6.569112199999999
Enniscrone Gp Surgery,"Nephin Drive, Trotts, Enniscrone, Sligo, F26  R8x3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A98 Rp04,NA,NA,54.2150055,-9.0825358
Enniskerry Surgery,"Enniskerry Village, Enniskerry, Wicklow, A98  Rp04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Kc3h,NA,NA,53.1930359,-6.1698654
Ennis Medical Centre,"Francis Street, Ennis, Clare, V95  Kc3h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 X5xf,NA,NA,52.845712,-8.9774636
Ennis Road Medical Centre,"Elm Park Villas, Ennis Road, Limerick, Limerick, V94  X5xf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 T9ne,NA,NA,52.6685508,-8.6524022
Ennistymon Medical Centre,"Main Street, Ennistymon, Clare, V95  T9ne",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 T286,NA,NA,52.9400981,-9.2934763
Errigal Road Surgery,"112 Errigal Road, Drimnagh, Dublin, D12  T286",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ny2susyzjphenhmf8,NA,NA,53.32905280000001,-6.3235766
Esculap Medical Centre,"55 Old Fort Road, Ballincollig, Cork, P31  Xn96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Kp11,NA,NA,51.8898931,-8.5859382
E&S Doctors,"31/32 Wellington Quay, Dublin, D02  Kp11",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 X650,NA,NA,53.3457871,-6.2641931
Fairgate Medical Practice,"13 Fair Street, Drogheda, Louth, A92  X650",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 X3pk,NA,NA,53.7161449,-6.353595299999999
Fairies Cross Medical Centre,"Clounalour, Tralee, Kerry, V92  X3pk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 A5y9,NA,NA,52.2723565,-9.69754
Fairview Family Practice,"17 Fairview Strand, Clontarf, Dublin, D03  A5y9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 F8c2,NA,NA,53.3628134,-6.2378752
Fairview Medical Centre,"37/39 Fairview Strand, Clontarf, Dublin, D03  F8c2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F92 Wr9f,NA,NA,53.3628291,-6.2389983
Falcarragh Medical Centre,"Main Street, Falcarragh, Donegal, F92  Wr9f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 Yy48,NA,NA,55.1236569,-8.1306298
Family Care,"Cherry Side Business Centre, Castle Street, Cloonbrackna, Roscommon, F42  Yy48",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 An25,NA,NA,53.6345698,-8.1899157
Family Care Medical Centre,"Unit 17/18 Ballinakill Shopping Centre, Dunmore Road, Waterford City, Waterford, X91  An25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 E3w7,NA,NA,52.2408066,-7.0669179
Family Doctor,"Unit 2/3, Salmon Weir, Annacotty, Limerick, V94  E3w7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P61 Kh74,NA,NA,52.667224,-8.5286724
Family First Medical Practice,"Fermoy Clinic, Mccurtain Street, Fermoy, Cork, P61  Kh74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Yh01,NA,NA,52.1377563,-8.2782008
Family Health Care (Polska Przychodnia Rodzinna),"Unit 3 Block E, Thundercut Alley, Smithfield, Dublin, D07  Yh01",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Vh01,NA,NA,53.3489338,-6.278970300000001
Family Health Care Thundercut Alley,"Unit 3 Block E, Smithfield Market, Smithfield, Dublin, D07  Vh01",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Xn34,NA,NA,53.34885269999999,-6.279043499999999
Family Medical Centre Ashtown,"213 Navan Road, Ashtown, Dublin, D07  Xn34",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Rfk1,NA,NA,53.367074,-6.3139201
Family Medical Centre Sligo,"1 Wine Street, Sligo Town, Sligo, F91  Rfk1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 Wk74,NA,NA,54.2723619,-8.479718499999999
Family Medical Centre Tullow,"Tullow Family Medical Centre, Market Square, Tullow, Carlow, R93  Wk74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 Hy86,NA,NA,52.803121,-6.736156599999999
Family Practice,"2 New Catherine Street, Youghal, Cork, P36  Hy86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A82 X2y3,NA,NA,51.9555701,-7.848236200000001
Family Practice Centre,"Granard Road, Ballyjamesduff, Cavan, A82  X2y3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Wr6w,NA,NA,53.8610232,-7.2116357
Family Practice Medical Centre,"Lower Branch Road, Tramore, Waterford, X91  Wr6w",Location And Directions - Google Maps,Https://Maps.app.goo.gl/2shxcvndhexemcnya,NA,NA,52.1635048,-7.1475664
Family Practitioners,"Main Street, Dunshaughlin, Meath, A85  Wd91",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bejnnxjsgw7jywam7,NA,NA,53.509256,-6.5397994
Farnham Medical Practice,"James Connolly Street, Cavan Town, Cavan, H12  C3w6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 E6ht,NA,NA,53.9881492,-7.3606596
Farranfore Medical Centre,"Dromore, Farranfore, Kerry, V93  E6ht",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 X6ek,NA,NA,52.1703318,-9.553939
Fay Family Medical Practice,"1 Friary Road, Naas, Kildare, W91  X6ek",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Hx06,NA,NA,53.21922540000001,-6.660832
Fealewest Medical Centre,"Killarney Road, Abbeyfeale, Limerick, V94  Hx06",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 Y5t9,NA,NA,52.3783138,-9.305571
Femina Medical Centre,"33 Frederick Street North, Dublin, D01  Y5t9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/X9k26gznd9sqaerj7,NA,NA,53.35502719999999,-6.264355399999999
Ferbane Health Centre,"Ballyclare Road, Ferbane, Offaly, R42  Pk22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Fxe4,NA,NA,53.2717217,-7.843256
Ferdia Family Practice,"Unit 3 Ash Mews, Ash Walk, Ardee, Louth, A92  Fxe4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Wyx3,NA,NA,53.8557998,-6.5408805
Fergus Medical Centre,"2 Saint Anthony's Terrace, Harmony Row, Ennis, Clare, V95  Wyx3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P61 Kh74,NA,NA,52.84658659999999,-8.9872836
Fermoy Medical Practice,"Fermoy Clinic, Mccurtain Street, Fermoy, Cork, P61  Kh74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 C582,NA,NA,52.1377563,-8.2782008
Ferndale Family Practice,"Ferndale, The Square, Abbeyfeale, Limerick, V94  C582",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 D893,NA,NA,52.3845913,-9.3014627
Ferns Health Centre,"Coolbawn, Ferns, Wexford, Y21  D893",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y34 Ay27,NA,NA,52.591296,-6.5034882
Fethard-On-Sea Medical Practice,"Fethard-On-Sea, New Ross, Wexford, Y34  Ay27",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K45 Dc85,NA,NA,52.1989027,-6.849433899999999
Fingal Clinic,"Station Road, Lusk, Dublin, K45  Dc85",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Eyc9,NA,NA,53.5242994,-6.160934
Fingerpost Surgery,"The Fingerpost, Douglas, Cork, T12  Eyc9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 X3dw,NA,NA,51.8757958,-8.432646199999999
Finglas Family Practice,"Seamus Ennis Road, Finglas, Dublin, D11  X3dw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K78 E8x7,NA,NA,53.3901189,-6.29813
Finnstown Medical Centre,"Finnstown Shopping Centre, Newcastle Road, Lucan, Dublin, K78  E8x7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Kt1d,NA,NA,53.3412711,-6.4516031
Fitzpatrick Medical Centre,"32/33 Ballybricken, Waterford City, Waterford, X91  Kt1d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 V567,NA,NA,52.25965619999999,-7.1179367
Fitzwilliam Medical Centre,"79 Fitzwilliam Lane, Dublin, D02  V567",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V14 W522,NA,NA,53.33872359999999,-6.2514601
Flynn Medical Centre Shannon,"22 Tullyvarraga Hill, Tullyvarraga, Shannon, Clare, V14  W522",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 D802,NA,NA,52.70630980000001,-8.873556899999999
Forest Medical Practice,"108 Forrest Fields Road, Swords, Dublin, K67  D802",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T5xgtqf4e63xov3m9,NA,NA,53.4525601,-6.2370106
Fourmilewater Health Centre,"Fourmilewater Health Centre, Ballymacarbry, Waterford, E91  Yk11",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 F2w7,NA,NA,52.2799899,-7.752283500000001
Foxford Medical Centre,"Main Street, Foxford, Mayo, F26  F2w7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 N8c0,NA,NA,53.9797565,-9.1161164
Foxrock Medical Centre,"1a Brighton Road, Foxrock, Dublin, D18  N8c0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Fx62,NA,NA,53.26656699999999,-6.1836807
Frenchpark Medical Practice,"The Demesne, Frenchpark, Roscommon, F45  Fx62",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Nemhan6sfsrdpy2z8,NA,NA,53.8739712,-8.4025676
Freshford Health Centre,"Kilkenny Street, Monabrika, Freshford, Kilkenny, R95  Yw0x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Htn3,NA,NA,52.7325937,-7.395446
Friars Walk Medical,"24 Friars Walk, Cork City, Cork, T12  Htn3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Vp4v,NA,NA,51.88902789999999,-8.475484
Fuchsia Medical Centre,"Ballinorig Business Park, Tralee, Kerry, V92  Vp4v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 H9d0,NA,NA,52.2700699,-9.6837304
Gallagher Medical Practice Carlow Surgery,"35c Dublin Street, Carlow Town, Carlow, R93  H9d0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 Ck25,NA,NA,52.8383385,-6.9310643
Gallagher Medical Practice Hacketstown Surgery,"Main Street, Hacketstown, Carlow, R93  Ck25",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zua6jydr2zabw9ss7,NA,NA,52.865243,-6.558178700000001
Gallagher Medical Practice Rathvilly Surgery,"Patrickswell, Rathvilly, Carlow, R93  W6w8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Hx4a,NA,NA,52.8798469,-6.690744599999999
Galtymore Medical Centre,"131 Galtymore Road, Drimnagh, Dublin, D12  Hx4a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 V8xk,NA,NA,53.334414,-6.3195032
Galvia West Medical Centre,"Seamus Quirke Road, Galway City, Galway, H91  V8xk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 V8xk,NA,NA,53.277226400000004,-9.0725861
Galviawest Medical Centre,"Seamus Quirke Road, Galway City, Galway, H91  V8xk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Pcf5,NA,NA,53.277226400000004,-9.0725861
Galway Bay Medical Centre,"24 Dock Gate, Dock Road, Galway City, Galway, H91  Pcf5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Ewh5,NA,NA,53.2708294,-9.0510892
Galway City Medical Centre,"1 Ely Place, Sea Road, Galway City, Galway, H91  Ewh5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Hht0,NA,NA,53.2691326,-9.0618655
Galway Clinic,"Doughiska, Galway, H91  Hht0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Kha8,NA,NA,53.28268749999999,-8.9738502
Galwaydoc Walk-In Clinic,"1st Floor Tuam Road Retail Centre, Tuam Road, Galway City, Galway, H91  Kha8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Npw2,NA,NA,53.2833543,-9.037096
Galway East Medical Practice,"5 Doughiska Retail Park, Doughiska Road, Galway City, Galway, H91  Npw2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Dhe0,NA,NA,53.2857588,-8.9836423
Galway Primary Care,"Harrmack House, Tuam Road, Galway City, Galway, H91  Dhe0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 K3h7,NA,NA,53.28883829999999,-9.0224871
General Practice Donnybrook,"114 Morehampton Road, Donnybrook, Dublin, D04  K3h7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Hpw0,NA,NA,53.3233849,-6.2383545
Generation Health Clinic,"Unit 9a Castlecourt Shopping Centre, Castleknock Road, Castleknock, Dublin, D15  Hpw0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Y8x0,NA,NA,53.3748053,-6.3632064
Generation Health Medical Clinic,"1st Floor South Building, 16a Monkstown Crescent, Monkstown, Dublin, A94  Y8x0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E91 E8p6,NA,NA,53.2938768,-6.1530871
Gladstone Street Surgery,"46 Gladstone Street, Clonmel, Tipperary, E91  E8p6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 Cx99,NA,NA,52.3536003,-7.7015699
Glanmire Medical Centre,"Crestfield Centre, Riverstown, Glanmire, Cork, T45  Cx99",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 Hw5p,NA,NA,51.9302866,-8.3949162
Glasnevin Avenue Medical Centre,"280 Glasnevin Avenue, Glasnevin North, Dublin, D11  Hw5p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 Pa00,NA,NA,53.3906613,-6.2867874
Glasnevin Family Practice,"11 Finglas Road, Cabra East, Dublin, D11  Pa00",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N37 K544,NA,NA,53.36705869999999,-6.272833599999999
Glasson Health Centre,"Glasson Village, Athlone, Westmeath, N37  K544",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hjaxrtt26ewuyvd97,NA,NA,53.4720743,-7.864189
Glenamoy Health Centre,"Glenamoy, Ballina, Mayo, F26  P8k8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 H7kp,NA,NA,54.2410693,-9.688129
Glenard Clinic,"Connolly Street, Mountmellick, Laois, R32  H7kp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 Yk54,NA,NA,53.1145919,-7.3203297
Glencairn Medical Centre,"Leopardstown Valley, Ballyogan Road, Ballyogan, Dublin, D18  Yk54",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 D368,NA,NA,53.2574632,-6.1959523
Gleneagle Medical Centre,"32a Greygates, Stillorgan Road, Blackrock, Dublin, A94  D368",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 P061,NA,NA,53.2969719,-6.205709000000001
Glen Easton Medical Centre,"Glen Easton Shopping Centre, Glen Easton, Leixlip, Kildare, W23  P061",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 E309,NA,NA,53.365037,-6.5175144
Glenfield Family Practice,"20 Glenfield Avenue, Clondalkin, Dublin, D22  E309",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P75 Fk61,NA,NA,53.34752659999999,-6.3984201
Glengarriff Medical Centre,"The Village, Glengarriff, Cork, P75  Fk61",Location And Directions - Google Maps,Https://Maps.app.goo.gl/3zdbu8jvtqzvvjhf9,NA,NA,51.7499809,-9.5503781
Glenities Primary Care Centre,"Ballybofey Road, Glenties, Donegal, F94  Fy64",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Ay19,NA,NA,54.79498419999999,-8.2813374
Glenroyal Medical Centre,"Glenroyal Shopping Centre, Straffan Road, Maynooth, Kildare, W23  Ay19",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Wk33,NA,NA,53.3803248,-6.5885741
Glenview Clinic,"12 Glenview Park, Tallaght, Dublin, D24  Wk33",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F92 Vxy4,NA,NA,53.2887572,-6.347607699999999
Goath Dobhair Medical Centre,"Carraig Na Trá, Magheraclogher, Bunbeg, Donegal, F92  Vxy4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 Dy94,NA,NA,55.0642813,-8.3003618
Goatstown Medical Centre,"6 Drummartin Terrace, Ardilea, Dublin, D14  Dy94",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Fx09,NA,NA,53.2918511,-6.229234000000001
Goresbridge Health Centre,"Barrack Street, Goresbridge, Kilkenny, R95  Fx09",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y25 W6d6,NA,NA,52.6303557,-6.9943509
Gorey Family Practice,"1st Floor Gorey Shopping Centre, The Avenue, Gorey, Wexford, Y25  W6d6",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Vmdiaqdlqe5por3z7,NA,NA,52.6721261,-6.2967308
Gorey Medical Practice,"St Michael's Road, Gorey, Wexford, Y25  K2n0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K32 Pw44,NA,NA,52.6748755,-6.2911478
Gormanston Park Surgery,"Gormanston, Meath, K32  Pw44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Chx5,NA,NA,53.6347786,-6.2341384
Gort Medical Centre,"Gort House, Bridge Street, Gort, Galway, H91  Chx5",Location And Directions - Google Maps,Https://Maps.app.goo.gl/1fu2qasj1zukk3ei9,NA,NA,53.0659643,-8.8175364
Gowran Medical & Travel Health,"Main Street, Gowran, Kilkenny, R95  Pyw6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K78 Hc94,NA,NA,52.6292174,-7.0661443
Gp Homecare (Lucan Family Doctor),"9 Oldbridge Walk, Lucan, Dublin, K78  Hc94",Location And Directions - Google Maps,Https://Maps.app.goo.gl/82ehelkjzal5xnfc6,NA,NA,53.3393227,-6.4333952
Gps At Tallaght Cross,"The Russell Building, Tallaght Cross West, Tallaght, Dublin, D24  Dh74",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Gcqvktaf7fiebe6b9,NA,NA,53.28742080000001,-6.3770123
Gp Treatment Centre,"Dublin Road, Longford Town, Longford, N39  Kr23",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Xy06,NA,NA,53.7235588,-7.78532
Grafton Medical Practice,"Grafton Buildings, 34 Grafton Street, Grafton Street, Dublin, D02  Xy06",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Ak7h,NA,NA,53.3411188,-6.2603494
Grainne Clyne,"Main Street, Tyrrellspass, Westmeath, N91  Ak7h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 V528,NA,NA,53.3867023,-7.379237900000001
Grand Parade Medical Centre,"11-13 Grand Parade, Cork City, Cork, T12  V528",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 F7h9,NA,NA,51.898248,-8.4752901
Grange Clinic,"Grange Road, Grange, Dublin, D13  F7h9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D10 Ee79,NA,NA,53.397895,-6.1500804
Grange Cross Medical,"336 Ballyfermot Road, Ballyfermot, Dublin, D10  Ee79",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 H2w4,NA,NA,53.3426637,-6.3566959
Grange Manor Surgery,"1 Rocwood Walk, Grange Manor, Waterford City, Waterford, X91  H2w4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K32 Wk07,NA,NA,52.24344809999999,-7.0951493
Grange Mount Surgery,"Grangemount, Ring Commons, Dublin, K32  Wk07",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Vn25,NA,NA,53.6093842,-6.2522346
Grange Road Family Practice,"Unit 3b Grange Road Retail Park, Grange Road, Ballinteer, Dublin, D16  Vn25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ap83,NA,NA,53.2772936,-6.265012899999999
Grattan Street Health Centre,"Grattan Street, Cork City, Cork, T12  Ap83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P24 Yf90,NA,NA,51.8994745,-8.4802456
Great Island General Practice,"The Lodge, College Manor, Cobh, Cork, P24  Yf90",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Wy18,NA,NA,51.8578312,-8.2931715
Greenlea Clinic,"118 Greenlea Road, Terenure, Dublin, D6w  Wy18",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Vf5c,NA,NA,53.3073771,-6.3004504
Greenmount Surgery,"Lough Community Centre, Green Street, Greenmount, Cork, T12  Vf5c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R42 Vw88,NA,NA,51.8904752,-8.4811379
Green Street Medical Centre,"Green Street, Birr, Offaly, R42  Vw88",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 E40d,NA,NA,53.0964624,-7.911898
Greenwood Surgery,"Greenwood Estate, Togher, Cork, T12  E40d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 Nt25,NA,NA,51.8740018,-8.4942652
Greystones Family Doctors,"Blacklion Retail Centre, Rathdown Road, Greystones, Wicklow, A63  Nt25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 Ay71,NA,NA,53.1520141,-6.0823985
Greystones Harbour Family Practice,"Trafalgar Road, Greystones, Wicklow, A63  Ay71",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 Ye86,NA,NA,53.1481471,-6.0642769
Greystones Medical Centre,"Mill Road, Killincarrig, Greystones, Wicklow, A63  Ye86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K44a,NA,NA,53.1370316,-6.0652435
Griffin Daly Gp Practice,"2 John's Square, Limerick City, Limerick, V94  K44a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 Yy19,NA,NA,52.6628015,-8.618848500000002
Griffith Avenue Practice,"411 Griffith Avenue, Whitehall, Dublin, D09  Yy19",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Rxwmewqdhxukgn9z5,NA,NA,53.3781516,-6.261028500000001
Grove Clinic,"Level 3 And 4, Grove Court Primary Care, Grove Road, Blanchardstown, Dublin, D15  Hnt2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Y5cd,NA,NA,53.3915273,-6.3937765
Grove Island Medical Centre,"Unit 15a, Grove Island, Corbally, Limerick, V94  Y5cd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F28 Ev22,NA,NA,52.6809953,-8.6106529
Grove Medical Centre,"Mill Street, Westport, Mayo, F28  Ev22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H54 Xa07,NA,NA,53.7985998,-9.5212208
Grove Medical Centre,"Sean Purcell Road, Tuam, Galway, H54  Xa07",Location And Directions - Google Maps,Https://Maps.app.goo.gl/M67avrfyjny27xa6a,NA,NA,53.5117763,-8.852717799999999
Gurranabraher Medical Centre,"St. Mary's Health Campus, Bakers Road, Gurranebraher, Cork, T23  V09x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F56 Aw98,NA,NA,51.90492150000001,-8.4999602
Gurteen Family Practice,"Gurteen Health Centre, Gurteen, Sligo, F56  Aw98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K32 Pp59,NA,NA,53.99395879999999,-8.5181715
Hamlet Lane Medical Centre,"Castle Mill Shopping Centre, Hamlet Lane, Balbriggan, Dublin, K32  Pp59",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Ak31,NA,NA,53.6132067,-6.205997699999999
Hampson Surgery,"40 Whitethorn Rise, Artane, Dublin, D05  Ak31",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 V6w9,NA,NA,53.3842313,-6.220729899999999
Hanlon Medical Practice,"199 Howth Road, Clontarf East, Dublin, D03  V6w9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Rf77,NA,NA,53.3715777,-6.202121099999999
Hanover Medical Centre,"Unit 5, Lazer Lane, Dublin, D02  Rf77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Ae76,NA,NA,53.3452461,-6.238764199999999
Harbour Health,"1-2 Lower Glenageary Road, Dun Laoghaire, Dublin, A96  Ae76",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Dec5,NA,NA,53.2892076,-6.1300058
Harbour Medical Centre,"4 Church Hill, Passage West, Cork, T12  Dec5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Y1k8,NA,NA,51.8709216,-8.3359566
Harbour Medical Centre Mullingar,"Primary Care Centre, Harbour Road, Mullingar, Westmeath, N91  Y1k8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 V128,NA,NA,53.5323673,-7.344715399999999
Harbour Row Medical Practice,"3a Harbour Row, Townparks, Longford, N39  V128",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P25 Ye20,NA,NA,53.72559,-7.8017143
Harbours Brink Medical Centre,"Lower Aghada, Ballynafarsid, Cork, P25  Ye20",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Hk82,NA,NA,51.843425,-8.2089501
Harcourt Health,"35 Camden Street Upper, Dublin, D02  Hk82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Tn82,NA,NA,53.3327282,-6.2647102
Harolds Cross Medical Practice,"324 Harold's Cross Road, Terenure, Dublin, D6w  Tn82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w F789,NA,NA,53.3189704,-6.2792335
Harold's Cross Surgery,"254 Harold's Cross Road, Harold's Cross, Dublin, D6w  F789",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Hx97,NA,NA,53.321094,-6.279520499999999
Harrington Medical - Camden Clinic,"The Meath Primary Care Centre, Heytesbury Street, Portobello, Dublin, D08  Hx97",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Vp04,NA,NA,53.3358877,-6.269648999999999
Hartstown Medical Centre,"2 Hazelwood Avenue, Hartstown, Dublin, D15  Vp04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P75w884,NA,NA,53.39361359999999,-6.4183093
Haven Medical Centre,"Derrymihan West, Castletownbere, Cork, P75 W884",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F35 Cx94,NA,NA,51.6517045,-9.9019336
Hazelhill Family Practice,"Upper Main Street, Ballyhaunis, Mayo, F35  Cx94",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Px98,NA,NA,53.7647247,-8.7720421
Hazel Medical Centre,"6 Mulvoy Park, Sean Mulvoy Road, Galway City, Galway, H91  Px98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Ff82,NA,NA,53.2818674,-9.0407726
Hazelwood Medical Centre,"Baltydaniel East, Mallow, Cork, P51  Ff82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Dx88,NA,NA,52.1866848,-8.666861899999999
