GP_Name,GP_Address,GP_LocationText,GP_LocationLink,latitude,longitude,latitude,longitude
The Keogh Practice,"27 Ballybricken, Waterford City, Waterford, X91  Vye9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 C7rf,NA,NA,52.2595646,-7.1186323
The Keogh Practice,"Unit 3 Cellar Court, Ferrybank, Waterford, X91  C7rf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Cvk6,NA,NA,52.2651204,-7.1054603
The Laurels Health Centre,"Primary Care Centre, 1 The Laurels, Dundalk, Louth, A91  Cvk6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Tk53,NA,NA,54.008399,-6.404545499999999
The Laurels Surgery,"The Laurels, Castlepark, Mallow, Cork, P51  Tk53",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Fw77,NA,NA,52.137602,-8.6336399
The Leinster Clinic,"Dún Sion, Kilcock Road, Maynooth, Kildare, W23  Fw77",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Qumrpjfcgmjru6ml6,NA,NA,53.3821014,-6.6059411
The Mall Family Practice,"Barrack Street, Sligo Town, Sligo, F91  Y8ek",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A84 Kv18,NA,NA,54.2760157,-8.4741448
The Maple Clinic,"Dublin Road, Ashbourne, Meath, A84  Kv18",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 T9n6,NA,NA,53.5023581,-6.3896941
The Medical And Laser Clinic,"Newcastle Shopping Centre, Main Street, Newcastle, Dublin, D22  T9n6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 C9n4,NA,NA,53.3000974,-6.4993438
The Medical Centre,"16 Maypark, Malahide Road, Beaumont, Dublin, D05  C9n4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ntzwjkduwoaky6wg9,NA,NA,53.3762246,-6.2172933
The Medical Centre,"Mallow Business Park, Goulds Hill, Mallow, Cork, P51  Y8ec",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 E06c,NA,NA,52.1198808,-8.656737999999999
The Medical Centre,"Ashdale House, Shean Lower, Blarney, Cork, T23  E06c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 Tk28,NA,NA,51.93344039999999,-8.5615389
The Medical Centre,"Grattan Street, Youghal, Cork, P36  Tk28",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R56 Nv26,NA,NA,51.9540268,-7.8461808
The Medical Centre,"Main Street, Kilcullen, Kildare, R56  Nv26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 X0wx,NA,NA,53.1314652,-6.7436544
The Medical Centre,"Ennistymon Road, Lahinch, Clare, V95  X0wx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K78 Yd79,NA,NA,52.9347742,-9.3359642
The Medical Centre,"Lucan Shopping Centre, Newcastle Road, Lucan, Kildare, K78  Yd79",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R45 Vw54,NA,NA,53.3487016,-6.452722199999999
The Medical Centre Edenderry,"3 Carrick Court, Saint Conleth's Road, Edenderry, Offaly, R45  Vw54",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 Rw83,NA,NA,53.3114608,-6.3305368
The Medical Centre St Coman's,"Saint Comans Park, Roscommon Town, Roscommon, F42  Rw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Y967,NA,NA,53.6314065,-8.1944937
The Medical Practice,"335 Kimmage Road Lower, Kimmage, Dublin, D6w  Y967",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 Hw83,NA,NA,53.31496749999999,-6.296168499999999
The Medi Centre,"Clonminam Road, Portlaoise, Laois, R32  Hw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Xh2t,NA,NA,53.0300862,-7.304094
The Meridian Clinic,"Roselawn Shopping Centre, Roselawn Road, Blanchardstown, Dublin, D15  Xh2t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Nn50,NA,NA,53.383263,-6.3813873
The Meridian Clinic Mountjoy,"67/67a Mountjoy Street, Phibsborough, Dublin, D07  Nn50",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 H3nh,NA,NA,53.3566605,-6.268197199999999
The Milligan Family Practice,"Unit 3a Maple Shopping Centre, Navan Road, Cabra West, Dublin, D07  H3nh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P12 Hy91,NA,NA,53.3611306,-6.298737099999999
The Muskerry Family Practice,"Railway View, Macroom, Cork, P12  Hy91",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 N8f7,NA,NA,51.9043116,-8.9532429
The Oaks Family Practice,"65 Tullow Street, Carlow Town, Carlow, R93  N8f7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N37 W8k5,NA,NA,52.835972,-6.925887599999999
The Old Barracks Surgery,"Main Street, Moate, Westmeath, N37  W8k5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y25 Y3v9,NA,NA,53.3951196,-7.71935
The Palms Surgery,"The Avenue, Gorey, Wexford, Y25  Y3v9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P61 V242,NA,NA,52.6734828,-6.2946735
The Park Clinic,"Kevin Barry Hill, Fermoy, Cork, P61  V242",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Mpyi1pgmkoqdwmhe6,NA,NA,52.1368534,-8.2772693
The Park Clinic,"Gallows Hill, Dublin Road, Athy, Kilkenny, R14  Kh33",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 C984,NA,NA,52.9939086,-6.964273100000001
The Park Clinic Cabinteely,"Park Shopping Centre, Glen Drive, Cabinteely, Dublin, D18  C984",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ytw6,NA,NA,53.262181,-6.161854300000001
The Park Family Practice,"Lower Friars Walk, Ballyphehane, Cork, T12  Ytw6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 W8kk,NA,NA,51.882127,-8.4787009
The Park Medical Centre,"Carpenterstown Road, Castleknock, Dublin, D15  W8kk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 H3k4,NA,NA,53.3668362,-6.371277
The Plaza Clinic,"17 Main Street, Swords, Dublin, K67  H3k4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 Yp29,NA,NA,53.45840829999999,-6.2199225
The Rathgar Medical Pratice,"150 Rathgar Road, Rathfranham, Dublin, D06  Yp29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Pe00,NA,NA,53.3167567,-6.2703392
The Red House Family Practice,"Mallow Primary Health Care Centre, Mallow, Cork, P51  Pe00",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 E8kh,NA,NA,52.1203268,-8.6568497
The Rise Family Practice,"Marian House, Main Street, Blanchardstown, Dublin, D15  E8kh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ye6k,NA,NA,53.3889253,-6.3799946
The Rochestown Clinic,"The Square, Mount Oval Village, Rochestown, Cork, T12  Ye6k",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uezzefrm7sfspyfi6,NA,NA,51.8694091,-8.4075721
The Rowe Creavin Medical Practice,"Slievekeil Road, Waterford City, Waterford, X91  X3hy",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Yr9x,NA,NA,52.2549784,-7.1255298
The Square Medical,"1st Floor Elgee Building, Market Square, Dundalk, Louth, A91  Yr9x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 C8yv,NA,NA,54.00400140000001,-6.403391099999999
The Surgery,"Main Street, Patrickswell, Limerick, V94  C8yv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 R258,NA,NA,52.5963244,-8.7123192
The Surgery,"6 Main Street, Carrigtwohill, Cork, T45  R258",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 T2wp,NA,NA,51.909452,-8.261502199999999
The Surgery,"24 Douglas West, Douglas, Cork, T12  T2wp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 N670,NA,NA,51.87508039999999,-8.4396642
The Surgery,"Ballytrasna, Little Island, Cork, T45  N670",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K5wh,NA,NA,51.903838,-8.3453602
The Surgery,"Saint Nessan's Road, Dooradoyle, Limerick, V94  K5wh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 R585,NA,NA,52.6384176,-8.653205
The Surgery,"Bury Street, Ballina, Tipperary, F26  R585",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xv9t,NA,NA,52.8070154,-8.430917899999999
The Surgery,"22 William Street, Limerick City, Limerick, V94  Xv9t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y34 N260,NA,NA,52.6628766,-8.623928
The Surgery,"Shanacloon, Duncannon, Wexford, Y34  N260",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 Pk51,NA,NA,52.2165388,-6.9134159
The Surgery Clane,"Prosperous Road, Clane, Kildare, W91  Pk51",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 F76h,NA,NA,53.2901156,-6.7009319
"The Surgery, Waterford","58 Mayor's Walk, Waterford City, Waterford, X91  F76h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 R221,NA,NA,52.2594742,-7.1155344
The Temple Bar Medical Centre,"26 Wellington Quay, Dublin, D02  R221",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K36 Xw83,NA,NA,53.3456793,-6.2645531
The Village Medical Centre,"The Diamond, Main Street, Malahide, Dublin, K36  Xw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 D521,NA,NA,53.451095,-6.1534722
The Village Medical Centre,"Tullig More, Ballinhassig, Cork, T12  D521",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X0pp,NA,NA,51.8118258,-8.5299701
The Village Medical Centre,"Togher Village Centre, Togher Road, Togher, Cork, T12  X0pp",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bzjnmbzelqr78n3e8,NA,NA,51.8767733,-8.493618699999999
The Weir Family Health Clinic,"Market Street, Bandon, Cork, P72  Wd58",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 Py74,NA,NA,51.7443617,-8.7377951
The Woods Surgery,"The Woods Centre, Main Street, Clane, Kildare, W91  Py74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Ew2r,NA,NA,53.2936224,-6.6864175
The Work Doctor,"Unit 14 Ashleigh Centre, Castleknock Road, Castleknock, Dublin, D15  Ew2r",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uhywi8vvnd6nsuhk9,NA,NA,53.3726964,-6.3607637
Thomas Court Primary Care,"4 St Catherine's Lane West, Dublin City, Dublin, D08  Wtw0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 Yy93,NA,NA,53.3422355,-6.2807311
Thomond Healthcare,"1 Thomond Road, Thurles, Tipperary, E41  Yy93",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Dd2v,NA,NA,52.67742089999999,-7.8118521
Thomond Park Clinic,"19 Cregan Avenue, Kileely, Limerick, V94  Dd2v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Dx09,NA,NA,52.6742365,-8.6381787
Thorndale Medical Centre,"1a Thorndale Drive, Beaumont, Dublin, D05  Dx09",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 V1d9,NA,NA,53.37782499999999,-6.216255599999999
Thurles Surgery,"Fianna Road, Thurles, Tipperary, E41  V1d9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 K5nn,NA,NA,52.6770879,-7.8133653
Tierney St Surgery,"Tierney Street, Ardee, Louth, A92  K5nn",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P72 Ew94,NA,NA,53.8573173,-6.5313542
Timoleague Family Health Clinic,"Abbey Street, Timoleague, Cork, P72  Ew94",Location And Directions - Google Maps,Https://Maps.app.goo.gl/7zj3pjb2i6mk2qi68,NA,NA,51.64343,-8.76466
Tipperary Primary Care Centre,"Rosanna Road, Tipperary Town, Tipperary, E34  K682",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Wv78,NA,NA,52.4785274,-8.1605139
Tobin Healthcare Centre,"Station Road, Castlebar, Mayo, F23  Wv78",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 K3v7,NA,NA,53.8489207,-9.2887971
Tonlegee Medical Practice,"38 Tonlegee Road, Donaghmede, Dublin, D05  K3v7",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zrqku4d198tnizh59,NA,NA,53.3886877,-6.195322000000001
Toomevara Health Centre,"Coolkereen, Toomevara, Tipperary, E45  C580",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Px0h,NA,NA,52.8497778,-8.0375227
Tower Medical And Dental Centre,"1 Shournagh Valley, Tower, Blarney, Cork, T23  Px0h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 N778,NA,NA,51.925928999999996,-8.6085294
Tower Medical Centre,"Unit 8 Tower Shopping Centre, Tower Road, Clondalkin, Dublin, D22  N778",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Wn62,NA,NA,53.3212815,-6.3947313
Town Centre Medical Practice,"31/32 Fair Street East, Mallow, Cork, P51  Wn62",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N37 A0c1,NA,NA,52.1384064,-8.643840599999999
Town Centre Surgery,"Cityquarter, Athlone, Westmeath, N37  A0c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A98 F3p6,NA,NA,53.4248133,-7.9366017
Town Hall Clinic,"Market Court, Main Street, Bray, Wicklow, A98  F3p6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 V6p3,NA,NA,53.200263,-6.1111963
Townley Medical Centre,"Ballyhaunis Road, Claremorris, Mayo, F12  V6p3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Ed2h,NA,NA,53.7219,-8.9917618
Town Medical Clinic Mullingar,"13 Market Point, Mullingar, Westmeath, N91  Ed2h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 D96h,NA,NA,53.5229167,-7.3481394
Tralee Medical Centre,"Saint Brendan's Park, Tralee, Kerry, V92  D96h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 X90f,NA,NA,52.2776148,-9.7054085
Tramore Medical Centre,"Summerhill, Tramore, Waterford, X91  X90f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Hx22,NA,NA,52.1636139,-7.1578827
Travel Health Clinic,"7 Dawson Street, Dublin, D02  Hx22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Nx4t,NA,NA,53.3422007,-6.2577479
Treaty Medical Centre,"Oakdale House, Ennis Road, Limerick, Limerick, V94  Nx4t",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xcn5kxjrtiau14if9,NA,NA,52.6685508,-8.6524022
Trim Group Practice,"Knightsbridge Village, Longwood Road, Trim, Meath, C15  Php1",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xcn5kxjrtiau14if9,NA,NA,53.5460143,-6.7974067
Trim Primary Care Centre,"Knightsbridge Village, Longwood Road, Trim, Meath, C15  Php1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 N1k2,NA,NA,53.5460143,-6.7974067
Trinity Clinic - Coolock,"Coolock Primary Care Centre, Cromcastle Road, Kilmore, Dublin, D05  N1k2",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Eiskddhxchkablmx9,NA,NA,53.3960306,-6.2191902
Tuam Family Practice,"Sean Purcell Road, Tuam, Galway, H54  Dt61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Hx89,NA,NA,53.5116068,-8.8516367
Tubercurry Family Practice,"Main Street, Tubbercurry, Sligo, F91  Hx89",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Jjawnctsjnpigmuta,NA,NA,54.0525801,-8.7326975
Tulla Health Clinic,"Tulla, Tulla, Clare, V95  K6hd",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bjjgxhfbksrxvsnv5,NA,NA,52.8656047,-8.7550841
Tullamore Medical Centre,"Sullivan House, Arden Road, Tullamore, Offaly, R35  Yf98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 H29h,NA,NA,53.2841353,-7.4927002
Tullig Medical Centre,"Tullig, Millstreet, Cork, P51  H29h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 H0c1,NA,NA,52.0603293,-9.0517155
Tullow Health Centre,"Shillelagh Road, Tullow, Carlow, R93  H0c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Fwn2,NA,NA,52.8018577,-6.7105516
Tullyallen Medical Centre,"Tullyallen, Louth, A92  Fwn2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Y80f,NA,NA,53.7362115,-6.415696
Tully Family Practice,"Unit 1 Bakers Point, Pottery Road, Dun Laoghaire, Dublin, A96  Y80f",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8p7oqwtsfhjkgb168,NA,NA,53.2757625,-6.15668
Turloughmore Medical Centre,"Lackagh, Lackagh, Galway, H65  H599",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Yh6p,NA,NA,53.3689878,-8.8934184
Turners Cross Medical Centre,"1 Ossory Place, Evergreen Road, Turners Cross, Cork, T12  Yh6p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 N6w8,NA,NA,51.8896565,-8.4693268
Tyndall Clinic,"The Tyndall Clinic, Barrow Valley Retail Park, Graiguecullen, Laois, R93  N6w8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 K667,NA,NA,52.8453488,-6.9435234
Tyrrelstown Medical Centre - Primacare,"Tyrellstown Plaza, Blanchardstown, Dublin, D15  K667",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Yw9t,NA,NA,53.3839704,-6.377579
Ultimate Health Clinic,"1st Floor George's Quay House, George's Quay, Limerick, Limerick, V94  Yw9t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E2h2,NA,NA,52.66665399999999,-8.6206085
United Medical Centre,"14 Drumcondra Road Lower, Drumcondra, Dublin, D09  E2h2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V23 Tf44,NA,NA,53.3623142,-6.2592972
Valentia Road Medical Centre,"Garranebane, Caherciveen, Kerry, V23  Tf44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 N2h7,NA,NA,51.9414203,-10.234645
Vernon Medical Centre,"67/67a Vernon Avenue, Clontarf East, Dublin, D03  N2h7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K3vf,NA,NA,53.3623139,-6.195257300000001
Victoria House Medical Practice,"Victoria House, John's Square, Limerick, Limerick, V94  K3vf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 C2d0,NA,NA,52.6628276,-8.618439799999999
Videodoc,"Beacon Court, Sandyford Industrial Estate, Sandyford, Dublin, D18  C2d0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 X9yn,NA,NA,53.2757368,-6.2194441
Village Medical,"26 Fassaugha Avenue, Cabra, Dublin, D07  X9yn",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 Tcc9,NA,NA,53.3672269,-6.2932538
Village Medical Centre,"45-48 Main Street, Finglas, Dublin, D11  Tcc9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Amassq6jibcjystb7,NA,NA,53.3880838,-6.2977051
Virginia Medical Practice,"Rahardrum, Virginia, Cavan, A82  Ah29",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8qk8yz9fdneovicm6,NA,NA,53.83162919999999,-7.067628200000001
Vista Family Practice,"Vista Primary Care Centre, Ballymore Eustace Road, Naas, Kildare, W91  X38w",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ad86,NA,NA,53.2108198,-6.6639711
Walk In Medical Centre,"13 Saint Nessan's Park, Dooradoyle, Limerick, V94  Ad86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Px7a,NA,NA,52.6370705,-8.6536138
Walkinstown Medical Centre,"133 Walkinstown Road, Walkinstown, Dublin, D12  Px7a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 K5tk,NA,NA,53.3189663,-6.331891499999999
Washington Street Medical Centre,"24 Washington Street West, Cork City, Cork, T12  K5tk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 A212,NA,NA,51.8975211,-8.4804999
Waterford Medical Centre,"Kilbarry Centre, Tramore Road, Waterford City, Waterford, X91  A212",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P85 Fw98,NA,NA,52.2462561,-7.1212494
Waterfront Medical Centre,"Clarke Street, Clonakilty, Cork, P85  Fw98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 Rp8d,NA,NA,51.6225859,-8.8863868
